#Spectra: 1
Emin______Emax      -5.000000000000000E+01  5.000000000000000E+01
EminPole__EmaxPole  -4.423169185911206E+00  1.817140894532699E+01
dE________Gamma      2.500000000000000E-02  1.000000000000000E-01
Energy               Re[0]                  Im[0]                
-5.000000000000E+01 -4.381122436532765E-03 -4.475226871950947E-06
-4.997500000000E+01 -4.383361204998582E-03 -4.479867669132490E-06
-4.995000000000E+01 -4.385602295678483E-03 -4.484515772080027E-06
-4.992500000000E+01 -4.387845712229188E-03 -4.489171196275204E-06
-4.990000000000E+01 -4.390091458315174E-03 -4.493833957240970E-06
-4.987500000000E+01 -4.392339537608684E-03 -4.498504070541736E-06
-4.985000000000E+01 -4.394589953789766E-03 -4.503181551783494E-06
-4.982500000000E+01 -4.396842710546261E-03 -4.507866416613945E-06
-4.980000000000E+01 -4.399097811573867E-03 -4.512558680722664E-06
-4.977500000000E+01 -4.401355260576120E-03 -4.517258359841194E-06
-4.975000000000E+01 -4.403615061264441E-03 -4.521965469743217E-06
-4.972500000000E+01 -4.405877217358146E-03 -4.526680026244663E-06
-4.970000000000E+01 -4.408141732584466E-03 -4.531402045203867E-06
-4.967500000000E+01 -4.410408610678576E-03 -4.536131542521701E-06
-4.965000000000E+01 -4.412677855383613E-03 -4.540868534141691E-06
-4.962500000000E+01 -4.414949470450695E-03 -4.545613036050198E-06
-4.960000000000E+01 -4.417223459638941E-03 -4.550365064276516E-06
-4.957500000000E+01 -4.419499826715495E-03 -4.555124634893025E-06
-4.955000000000E+01 -4.421778575455554E-03 -4.559891764015342E-06
-4.952500000000E+01 -4.424059709642384E-03 -4.564666467802448E-06
-4.950000000000E+01 -4.426343233067325E-03 -4.569448762456834E-06
-4.947500000000E+01 -4.428629149529852E-03 -4.574238664224642E-06
-4.945000000000E+01 -4.430917462837558E-03 -4.579036189395800E-06
-4.942500000000E+01 -4.433208176806202E-03 -4.583841354304184E-06
-4.940000000000E+01 -4.435501295259704E-03 -4.588654175327732E-06
-4.937500000000E+01 -4.437796822030213E-03 -4.593474668888617E-06
-4.935000000000E+01 -4.440094760958072E-03 -4.598302851453373E-06
-4.932500000000E+01 -4.442395115891879E-03 -4.603138739533042E-06
-4.930000000000E+01 -4.444697890688499E-03 -4.607982349683323E-06
-4.927500000000E+01 -4.447003089213091E-03 -4.612833698504712E-06
-4.925000000000E+01 -4.449310715339115E-03 -4.617692802642670E-06
-4.922500000000E+01 -4.451620772948369E-03 -4.622559678787728E-06
-4.920000000000E+01 -4.453933265931014E-03 -4.627434343675676E-06
-4.917500000000E+01 -4.456248198185580E-03 -4.632316814087692E-06
-4.915000000000E+01 -4.458565573619002E-03 -4.637207106850486E-06
-4.912500000000E+01 -4.460885396146648E-03 -4.642105238836463E-06
-4.910000000000E+01 -4.463207669692320E-03 -4.647011226963860E-06
-4.907500000000E+01 -4.465532398188299E-03 -4.651925088196904E-06
-4.905000000000E+01 -4.467859585575360E-03 -4.656846839545967E-06
-4.902500000000E+01 -4.470189235802791E-03 -4.661776498067700E-06
-4.900000000000E+01 -4.472521352828419E-03 -4.666714080865209E-06
-4.897500000000E+01 -4.474855940618637E-03 -4.671659605088182E-06
-4.895000000000E+01 -4.477193003148423E-03 -4.676613087933062E-06
-4.892500000000E+01 -4.479532544401371E-03 -4.681574546643201E-06
-4.890000000000E+01 -4.481874568369696E-03 -4.686543998508994E-06
-4.887500000000E+01 -4.484219079054284E-03 -4.691521460868060E-06
-4.885000000000E+01 -4.486566080464687E-03 -4.696506951105371E-06
-4.882500000000E+01 -4.488915576619170E-03 -4.701500486653438E-06
-4.880000000000E+01 -4.491267571544727E-03 -4.706502084992447E-06
-4.877500000000E+01 -4.493622069277099E-03 -4.711511763650410E-06
-4.875000000000E+01 -4.495979073860810E-03 -4.716529540203354E-06
-4.872500000000E+01 -4.498338589349175E-03 -4.721555432275448E-06
-4.870000000000E+01 -4.500700619804340E-03 -4.726589457539173E-06
-4.867500000000E+01 -4.503065169297291E-03 -4.731631633715495E-06
-4.865000000000E+01 -4.505432241907902E-03 -4.736681978573999E-06
-4.862500000000E+01 -4.507801841724926E-03 -4.741740509933082E-06
-4.860000000000E+01 -4.510173972846053E-03 -4.746807245660087E-06
-4.857500000000E+01 -4.512548639377898E-03 -4.751882203671470E-06
-4.855000000000E+01 -4.514925845436072E-03 -4.756965401932990E-06
-4.852500000000E+01 -4.517305595145165E-03 -4.762056858459830E-06
